Patna,Bangalore,2071
Pondicherry,Bangalore,328
Pune,Bangalore,826
Ranchi,Bangalore,2098
Shillong,Bangalore,3242
Shimla,Bangalore,2395
Surat,Bangalore,1264
Trivandrum,Bangalore,696
Varanasi,Bangalore,1791
Vijayawada,Bangalore,637
Vishakapatnam,Bangalore,1093
Agartala,Bhubaneshwar,2286
Agra,Bhubaneshwar,1578
Ahmedabad,Bhubaneshwar,1697
Allahabad,Bhubaneshwar,1090
Amritsar,Bhubaneshwar,2224
Asansol,Bhubaneshwar,523
Bangalore,Bhubaneshwar,1538
Baroda,Bhubaneshwar,1604
Bhopal,Bhubaneshwar,1162
Bhubaneshwar,Bhubaneshwar,0
Bombay,Bhubaneshwar,1678
Calcutta,Bhubaneshwar,423
Calicut,Bhubaneshwar,1923
Chandigarh,Bhubaneshwar,2026
Cochin,Bhubaneshwar,1895
Coimbatore,Bhubaneshwar,1633
Delhi,Bhubaneshwar,1713
Gwalior,Bhubaneshwar,1486
Hubli,Bhubaneshwar,1620
Hyderabad,Bhubaneshwar,1044
Imphal,Bhubaneshwar,2139
Indore,Bhubaneshwar,1355
Jabalpur,Bhubaneshwar,1087
Jaipur,Bhubaneshwar,1758
Jamshedpur,Bhubaneshwar,422
Jullundur,Bhubaneshwar,2413
Kanpur,Bhubaneshwar,1283
Kolhapur,Bhubaneshwar,1622
Lucknow,Bhubaneshwar,1254
Ludhiana,Bhubaneshwar,2088
Madras,Bhubaneshwar,1207
Madurai,Bhubaneshwar,1687
Meerut,Bhubaneshwar,1822
Nagpur,Bhubaneshwar,830
Nasik,Bhubaneshwar,1516
Panjim,Bhubaneshwar,1455
Patna,Bhubaneshwar,862
Pondicherry,Bhubaneshwar,1375
Pune,Bhubaneshwar,1587
Ranchi,Bhubaneshwar,560
Shillong,Bhubaneshwar,1640
Shimla,Bhubaneshwar,2127
Surat,Bhubaneshwar,1579
Trivandrum,Bhubaneshwar,1953
Varanasi,Bhubaneshwar,968
Vijayawada,Bhubaneshwar,775
Vishakapatnam,Bhubaneshwar,445
Agartala,Bombay,3593
Agra,Bombay,1202
Ahmedabad,Bombay,552
Allahabad,Bombay,1457
Amritsar,Bombay,1849
Asansol,Bombay,2040
Bangalore,Bombay,1013
Baroda,Bombay,433
Bhopal,Bombay,778
Bhubaneshwar,Bombay,1679
Bombay,Bombay,0
Calcutta,Bombay,2012
Calicut,Bombay,1171
Chandigarh,Bombay,1645
Cochin,Bombay,1368
Coimbatore,Bombay,1192
Delhi,Bombay,1404
Gwalior,Bombay,1085
Hubli,Bombay,614
Hyderabad,Bombay,729
Imphal,Bombay,3446
Indore,Bombay,589
Jabalpur,Bombay,1143
Jaipur,Bombay,1148
Jamshedpur,Bombay,1916
Jullundur,Bombay,1778
Kanpur,Bombay,1278
Kolhapur,Bombay,426
Lucknow,Bombay,1366
Ludhiana,Bombay,1770
Madras,Bombay,1344
Madurai,Bombay,1458
Meerut,Bombay,1468
Nagpur,Bombay,849
Nasik,Bombay,197
Panjim,Bombay,584
Patna,Bombay,1856
Pondicherry,Bombay,1452
Pune,Bombay,184
Ranchi,Bombay,1816
Shillong,Bombay,3011
Shimla,Bombay,1753
Surat,Bombay,301
Trivandrum,Bombay,1376
Varanasi,Bombay,1597
Vijayawada,Bombay,973
Vishakapatnam,Bombay,1754
Agartala,Calcutta,1863
Agra,Calcutta,1300
Ahmedabad,Calcutta,2068
Allahabad,Calcutta,817
Amritsar,Calcutta,1919
Asansol,Calcutta,226
Bangalore,Calcutta,1961
Baroda,Calcutta,1937
Bhopal,Calcutta,1495
Bhubaneshwar,Calcutta,423
Bombay,Calcutta,2012
Calcutta,Calcutta,0
Calicut,Calcutta,2346
Chandigarh,Calcutta,1721
Cochin,Calcutta,2318
Coimbatore,Calcutta,2057
Delhi,Calcutta,1474
Gwalior,Calcutta,1224
Hubli,Calcutta,2032
Hyderabad,Calcutta,1467
Imphal,Calcutta,1717
Indore,Calcutta,1620
Jabalpur,Calcutta,1167
Jaipur,Calcutta,1530
Jamshedpur,Calcutta,268
Jullundur,Calcutta,1869
Kanpur,Calcutta,1010
Kolhapur,Calcutta,2045
Lucknow,Calcutta,1089
Ludhiana,Calcutta,1783
Madras,Calcutta,1630
Madurai,Calcutta,2110
Meerut,Calcutta,1497
Nagpur,Calcutta,1163
Nasik,Calcutta,1849
Panjim,Calcutta,974
Patna,Calcutta,621
Pondicherry,Calcutta,1798
Pune,Calcutta,2058
Ranchi,Calcutta,414
Shillong,Calcutta,1281
Shimla,Calcutta,1839
Surat,Calcutta,1912
Trivandrum,Calcutta,2376
Varanasi,Calcutta,695
Vijayawada,Calcutta,1198
Vishakapatnam,Calcutta,868
Agartala,Chandigarh,2998
Agra,Chandigarh,448
Ahmedabad,Chandigarh,1157
Allahabad,Chandigarh,912
Amritsar,Chandigarh,239
Asansol,Chandigarh,1503
Bangalore,Chandigarh,2296
Baroda,Chandigarh,1181
Bhopal,Chandigarh,988
Bhubaneshwar,Chandigarh,2026
Bombay,Chandigarh,1645
Calcutta,Chandigarh,1721
Calicut,Chandigarh,2741
Chandigarh,Chandigarh,0
Cochin,Chandigarh,1965
Coimbatore,Chandigarh,2669
Delhi,Chandigarh,248
Gwalior,Chandigarh,462
Hubli,Chandigarh,2101
Hyderabad,Chandigarh,1693
Imphal,Chandigarh,2851
Indore,Chandigarh,1052
Jabalpur,Chandigarh,1046
Jaipur,Chandigarh,507
Jamshedpur,Chandigarh,1602
Jullundur,Chandigarh,154
Kanpur,Chandigarh,661
Kolhapur,Chandigarh,1910
Lucknow,Chandigarh,740
Ludhiana,Chandigarh,105
Madras,Chandigarh,2489
Madurai,Chandigarh,2785
Meerut,Chandigarh,381
Nagpur,Chandigarh,1217
Nasik,Chandigarh,1466
Panjim,Chandigarh,2028
Patna,Chandigarh,1332
Pondicherry,Chandigarh,2657
Pune,Chandigarh,1663
Ranchi,Chandigarh,1480
Shillong,Chandigarh,2416
Shimla,Chandigarh,99
Surat,Chandigarh,1325
Trivandrum,Chandigarh,3051
Varanasi,Chandigarh,1032
Vijayawada,Chandigarh,1959
Vishakapatnam,Chandigarh,2127
Agartala,Cochin,4304
Agra,Cochin,2278
Ahmedabad,Cochin,1845
Allahabad,Cochin,2216
Amritsar,Cochin,3163
Asansol,Cochin,2544
Bangalore,Cochin,512
Baroda,Cochin,1763
Bhopal,Cochin,1995
Bhubaneshwar,Cochin,1895
Bombay,Cochin,1368
Calcutta,Cochin,2318
Calicut,Cochin,222
Chandigarh,Cochin,1965
Cochin,Cochin,0
Coimbatore,Cochin,195
Delhi,Cochin,2718
Gwalior,Cochin,1881
Hubli,Cochin,774
Hyderabad,Cochin,1090
Imphal,Cochin,4156
Indore,Cochin,1804
Jabalpur,Cochin,1885
Jaipur,Cochin,2745
Jamshedpur,Cochin,2710
Jullundur,Cochin,3082
Kanpur,Cochin,2385
Kolhapur,Cochin,934
Lucknow,Cochin,2572
Ludhiana,Cochin,3027
Madras,Cochin,687
Madurai,Cochin,326
Meerut,Cochin,2741
Nagpur,Cochin,1608
Nasik,Cochin,1390
Panjim,Cochin,798
Patna,Cochin,2601
Pondicherry,Cochin,530
Pune,Cochin,1181
Ranchi,Cochin,2455
Shillong,Cochin,3599
Shimla,Cochin,3056
Surat,Cochin,1593
Trivandrum,Cochin,218
Varanasi,Cochin,2331
Vijayawada,Cochin,1174
Vishakapatnam,Cochin,1449
Agartala,Delhi,2708
Agra,Delhi,200
Ahmedabad,Delhi,911
Allahabad,Delhi,650
Amritsar,Delhi,445
Asansol,Delhi,1262
Bangalore,Delhi,2049
Baroda,Delhi,1151
Bhopal,Delhi,742
Bhubaneshwar,Delhi,1713
Bombay,Delhi,1404
Calcutta,Delhi,1474
Calicut,Delhi,2494
Chandigarh,Delhi,248
Cochin,Delhi,2718
Coimbatore,Delhi,2412
Delhi,Delhi,0
Gwalior,Delhi,315
Hubli,Delhi,1854
Hyderabad,Delhi,1447
Imphal,Delhi,2561
Indore,Delhi,806
Jabalpur,Delhi,800
Jaipur,Delhi,263
Jamshedpur,Delhi,1356
Jullundur,Delhi,375
Kanpur,Delhi,481
Kolhapur,Delhi,1664
Lucknow,Delhi,499
Ludhiana,Delhi,310
Madras,Delhi,2243
Madurai,Delhi,2539
Meerut,Delhi,66
Nagpur,Delhi,971
Nasik,Delhi,1220
Panjim,Delhi,1782
Patna,Delhi,1086
Pondicherry,Delhi,2411
Pune,Delhi,1417
Ranchi,Delhi,1214
Shillong,Delhi,2126
Shimla,Delhi,365
Surat,Delhi,1182
Trivandrum,Delhi,1950
Varanasi,Delhi,745
Vijayawada,Delhi,1716
Vishakapatnam,Delhi,1881
Agartala,Hyderabad,3330
Agra,Hyderabad,1246
Ahmedabad,Hyderabad,1436
Allahabad,Hyderabad,1084
Amritsar,Hyderabad,1892
Asansol,Hyderabad,1693
Bangalore,Hyderabad,563
Baroda,Hyderabad,1127
Bhopal,Hyderabad,808
Bhubaneshwar,Hyderabad,1044
Bombay,Hyderabad,729
Calcutta,Hyderabad,1467
Calicut,Hyderabad,910
Chandigarh,Hyderabad,1693
Cochin,Hyderabad,1090
Coimbatore,Hyderabad,912
Delhi,Hyderabad,1477
Gwalior,Hyderabad,1132
Hubli,Hyderabad,486
Hyderabad,Hyderabad,0
Imphal,Hyderabad,3283
Indore,Hyderabad,999
Jabalpur,Hyderabad,733
Jaipur,Hyderabad,1404
Jamshedpur,Hyderabad,1578
Jullundur,Hyderabad,1821
Kanpur,Hyderabad,1253
Kolhapur,Hyderabad,578
Lucknow,Hyderabad,1332
Ludhiana,Hyderabad,1756
Madras,Hyderabad,699
Madurai,Hyderabad,995
Meerut,Hyderabad,1470
Nagpur,Hyderabad,476
Nasik,Hyderabad,754
Panjim,Hyderabad,765
Patna,Hyderabad,1489
Pondicherry,Hyderabad,867
Pune,Hyderabad,545
Ranchi,Hyderabad,1434
Shillong,Hyderabad,1309
Shimla,Hyderabad,1812
Surat,Hyderabad,983
Trivandrum,Hyderabad,1261
Varanasi,Hyderabad,1189
Vijayawada,Hyderabad,269
Vishakapatnam,Hyderabad,599
Agartala,Indore,2891
Agra,Indore,591
Ahmedabad,Indore,442
Allahabad,Indore,803
Amritsar,Indore,1258
Asansol,Indore,1394
Bangalore,Indore,1601
Baroda,Indore,379
Bhopal,Indore,191
Bhubaneshwar,Indore,1355
Bombay,Indore,589
Calcutta,Indore,1620
Calicut,Indore,1998
Chandigarh,Indore,1052
Cochin,Indore,1804
Coimbatore,Indore,1964
Delhi,Indore,806
Gwalior,Indore,497
Hubli,Indore,1060
Hyderabad,Indore,999
Imphal,Indore,2744
Indore,Indore,0
Jabalpur,Indore,859
Jaipur,Indore,405
Jamshedpur,Indore,1477
Jullundur,Indore,1171
Kanpur,Indore,689
Kolhapur,Indore,870
Lucknow,Indore,768
Ludhiana,Indore,1115
Madras,Indore,1795
Madurai,Indore,2091
Meerut,Indore,815
Nagpur,Indore,445
Nasik,Indore,414
Panjim,Indore,1115
Patna,Indore,1205
Pondicherry,Indore,1963
Pune,Indore,623
Ranchi,Indore,1333
Shillong,Indore,2309
Shimla,Indore,1171
Surat,Indore,607
Trivandrum,Indore,2156
Varanasi,Indore,925
Vijayawada,Indore,1255
Vishakapatnam,Indore,1433
Agartala,Jaipur,2801
Agra,Jaipur,230
Ahmedabad,Jaipur,648
Allahabad,Jaipur,713
Amritsar,Jaipur,706
Asansol,Jaipur,1304
Bangalore,Jaipur,2005
Baroda,Jaipur,789
Bhopal,Jaipur,596
Bhubaneshwar,Jaipur,1758
Bombay,Jaipur,1148
Calcutta,Jaipur,1530
Calicut,Jaipur,2523
Chandigarh,Jaipur,507
Cochin,Jaipur,2745
Coimbatore,Jaipur,2369
Delhi,Jaipur,263
Gwalior,Jaipur,351
Hubli,Jaipur,1060
Hyderabad,Jaipur,1404
Imphal,Jaipur,2654
Indore,Jaipur,405
Jabalpur,Jaipur,845
Jaipur,Jaipur,0
Jamshedpur,Jaipur,1387
Jullundur,Jaipur,891
Kanpur,Jaipur,517
Kolhapur,Jaipur,1518
Lucknow,Jaipur,598
Ludhiana,Jaipur,570
Madras,Jaipur,2200
Madurai,Jaipur,2496
Meerut,Jaipur,327
Nagpur,Jaipur,928
Nasik,Jaipur,1246
Panjim,Jaipur,2496
Patna,Jaipur,1115
Pondicherry,Jaipur,2368
Pune,Jaipur,1371
Ranchi,Jaipur,1243
Shillong,Jaipur,2229
Shimla,Jaipur,636
Surat,Jaipur,932
Trivandrum,Jaipur,2782
Varanasi,Jaipur,835
Vijayawada,Jaipur,1660
Vishakapatnam,Jaipur,1838
Agartala,Kanpur,2281
Agra,Kanpur,290
Ahmedabad,Kanpur,1168
Allahabad,Kanpur,193
Amritsar,Kanpur,926
Asansol,Kanpur,789
Bangalore,Kanpur,1855
Baroda,Kanpur,1230
Bhopal,Kanpur,585
Bhubaneshwar,Kanpur,1283
Bombay,Kanpur,1278
Calcutta,Kanpur,1010
Calicut,Kanpur,2260
Chandigarh,Kanpur,661
Cochin,Kanpur,2385
Coimbatore,Kanpur,2218
Delhi,Kanpur,481
Gwalior,Kanpur,280
Hubli,Kanpur,1772
Hyderabad,Kanpur,1253
Imphal,Kanpur,2134
Indore,Kanpur,689
Jabalpur,Kanpur,543
Jaipur,Kanpur,517
Jamshedpur,Kanpur,867
Jullundur,Kanpur,855
Kanpur,Kanpur,0
Kolhapur,Kanpur,1779
Lucknow,Kanpur,79
Ludhiana,Kanpur,790
Madras,Kanpur,2049
Madurai,Kanpur,2345
Meerut,Kanpur,537
Nagpur,Kanpur,777
Nasik,Kanpur,1103
Panjim,Kanpur,1813
Patna,Kanpur,595
Pondicherry,Kanpur,2217
Pune,Kanpur,1312
Ranchi,Kanpur,723
Shillong,Kanpur,1699
Shimla,Kanpur,846
Surat,Kanpur,1296
Trivandrum,Kanpur,2611
Varanasi,Kanpur,315
Vijayawada,Kanpur,1519
Vishakapatnam,Kanpur,1687
Agartala,Lucknow,2252
Agra,Lucknow,369
Ahmedabad,Lucknow,1247
Allahabad,Lucknow,234
Amritsar,Lucknow,939
Asansol,Lucknow,825
Bangalore,Lucknow,1934
Baroda,Lucknow,1311
Bhopal,Lucknow,664
Bhubaneshwar,Lucknow,1254
Bombay,Lucknow,1366
Calcutta,Lucknow,1089
Calicut,Lucknow,2339
Chandigarh,Lucknow,740
Cochin,Lucknow,2572
Coimbatore,Lucknow,2297
Delhi,Lucknow,499
Gwalior,Lucknow,359
Hubli,Lucknow,1851
Hyderabad,Lucknow,1332
Imphal,Lucknow,2105
Indore,Lucknow,768
Jabalpur,Lucknow,584
Jaipur,Lucknow,598
Jamshedpur,Lucknow,1121
Jullundur,Lucknow,868
Kanpur,Lucknow,79
Kolhapur,Lucknow,1858
Lucknow,Lucknow,0
Ludhiana,Lucknow,803
Madras,Lucknow,2128
Madurai,Lucknow,2424
Meerut,Lucknow,453
Nagpur,Lucknow,856
Nasik,Lucknow,1182
Panjim,Lucknow,1883
Patna,Lucknow,566
Pondicherry,Lucknow,2296
Pune,Lucknow,1391
Ranchi,Lucknow,912
Shillong,Lucknow,1670
Shimla,Lucknow,659
Surat,Lucknow,1375
Trivandrum,Lucknow,2690
Varanasi,Lucknow,286
Vijayawada,Lucknow,1598
Vishakapatnam,Lucknow,1765
Agartala,Madras,3493
Agra,Madras,2048
Ahmedabad,Madras,1821
Allahabad,Madras,2011
Amritsar,Madras,2688
Asansol,Madras,1857
Bangalore,Madras,331
Baroda,Madras,1739
Bhopal,Madras,1604
Bhubaneshwar,Madras,1207
Bombay,Madras,1344
Calcutta,Madras,1160
Calicut,Madras,715
Chandigarh,Madras,2489
Cochin,Madras,687
Coimbatore,Madras,426
Delhi,Madras,2243
Gwalior,Madras,1928
Hubli,Madras,683
Hyderabad,Madras,699
Imphal,Madras,3326
Indore,Madras,1795
Jabalpur,Madras,1529
Jaipur,Madras,2200
Jamshedpur,Madras,1629
Jullundur,Madras,2617
Kanpur,Madras,2049
Kolhapur,Madras,910
Lucknow,Madras,2128
Ludhiana,Madras,2552
Madras,Madras,0
Madurai,Madras,480
Meerut,Madras,2266
Nagpur,Madras,1272
Nasik,Madras,1366
Panjim,Madras,909
Patna,Madras,2096
Pondicherry,Madras,168
Pune,Madras,1157
Ranchi,Madras,1767
Shillong,Madras,2911
Shimla,Madras,2588
Surat,Madras,1695
Trivandrum,Madras,748
Varanasi,Madras,1985
Vijayawada,Madras,432
Vishakapatnam,Madras,762
Agartala,Nagpur,2696
Agra,Nagpur,770
Ahmedabad,Nagpur,965
Allahabad,Nagpur,608
Amritsar,Nagpur,1416
Asansol,Nagpur,1122
Bangalore,Nagpur,1078
Baroda,Nagpur,774
Bhopal,Nagpur,352
Bhubaneshwar,Nagpur,830
Bombay,Nagpur,849
Calcutta,Nagpur,1163
Calicut,Nagpur,1483
Chandigarh,Nagpur,1217
Cochin,Nagpur,1608
Coimbatore,Nagpur,1441
Delhi,Nagpur,971
Gwalior,Nagpur,656
Hubli,Nagpur,995
Hyderabad,Nagpur,476
Imphal,Nagpur,2549
Indore,Nagpur,445
Jabalpur,Nagpur,257
Jaipur,Nagpur,928
Jamshedpur,Nagpur,1102
Jullundur,Nagpur,1354
Kanpur,Nagpur,777
Kolhapur,Nagpur,1050
Lucknow,Nagpur,856
Ludhiana,Nagpur,1280
Madras,Nagpur,1272
Madurai,Nagpur,1568
Meerut,Nagpur,994
Nagpur,Nagpur,0
Nasik,Nagpur,700
Panjim,Nagpur,1247
Patna,Nagpur,993
Pondicherry,Nagpur,1440
Pune,Nagpur,909
Ranchi,Nagpur,958
Shillong,Nagpur,2114
Shimla,Nagpur,1336
Surat,Nagpur,749
Trivandrum,Nagpur,1834
Varanasi,Nagpur,713
Vijayawada,Nagpur,742
Vishakapatnam,Nagpur,910
Agartala,Nasik,3365
Agra,Nasik,1005
Ahmedabad,Nasik,504
Allahabad,Nasik,1155
Amritsar,Nasik,1665
Asansol,Nasik,1746
Bangalore,Nasik,1035
Baroda,Nasik,457
Bhopal,Nasik,605
Bhubaneshwar,Nasik,1516
Bombay,Nasik,197
Calcutta,Nasik,1849
Calicut,Nasik,1193
Chandigarh,Nasik,1466
Cochin,Nasik,1390
Coimbatore,Nasik,1214
Delhi,Nasik,1220
Gwalior,Nasik,891
Hubli,Nasik,646
Hyderabad,Nasik,754
Imphal,Nasik,3218
Indore,Nasik,414
Jabalpur,Nasik,943
Jaipur,Nasik,1248
Jamshedpur,Nasik,1788
Jullundur,Nasik,1591
Kanpur,Nasik,1103
Kolhapur,Nasik,456
Lucknow,Nasik,1182
Ludhiana,Nasik,1528
Madras,Nasik,1366
Madurai,Nasik,1467
Meerut,Nasik,1242
Nagpur,Nasik,700
Nasik,Nasik,0
Panjim,Nasik,701
Patna,Nasik,1679
Pondicherry,Nasik,1363
Pune,Nasik,209
Ranchi,Nasik,1615
Shillong,Nasik,2800
Shimla,Nasik,1567
Surat,Nasik,262
Trivandrum,Nasik,1742
Varanasi,Nasik,1399
Vijayawada,Nasik,1428
Vishakapatnam,Nasik,1596
Agartala,Panjim,3507
Agra,Panjim,1715
Ahmedabad,Panjim,1165
Allahabad,Panjim,1419
Amritsar,Panjim,2237
Asansol,Panjim,2300
Bangalore,Panjim,440
Baroda,Panjim,1158
Bhopal,Panjim,1143
Bhubaneshwar,Panjim,1455
Bombay,Panjim,584
Calcutta,Panjim,974
Calicut,Panjim,576
Chandigarh,Panjim,2028
Cochin,Panjim,798
Coimbatore,Panjim,800
Delhi,Panjim,1782
Gwalior,Panjim,1467
Hubli,Panjim,190
Hyderabad,Panjim,765
Imphal,Panjim,3360
Indore,Panjim,1115
Jabalpur,Panjim,1088
Jaipur,Panjim,2496
Jamshedpur,Panjim,2229
Jullundur,Panjim,2146
Kanpur,Panjim,1813
Kolhapur,Panjim,254
Lucknow,Panjim,1883
Ludhiana,Panjim,2091
Madras,Panjim,909
Madurai,Panjim,872
Meerut,Panjim,1805
Nagpur,Panjim,1247
Nasik,Panjim,701
Panjim,Panjim,0
Patna,Panjim,1804
Pondicherry,Panjim,739
Pune,Panjim,501
Ranchi,Panjim,1630
Shillong,Panjim,2925
Shimla,Panjim,2130
Surat,Panjim,913
Trivandrum,Panjim,792
Varanasi,Panjim,1524
Vijayawada,Panjim,876
Vishakapatnam,Panjim,1206
Agartala,Patna,1681
Agra,Patna,885
Ahmedabad,Patna,1656
Allahabad,Patna,402
Amritsar,Patna,1531
Asansol,Patna,395
Bangalore,Patna,2071
Baroda,Patna,1582
Bhopal,Patna,1016
Bhubaneshwar,Patna,862
Bombay,Patna,1856
Calcutta,Patna,621
Calicut,Patna,2476
Chandigarh,Patna,1332
Cochin,Patna,2601
Coimbatore,Patna,2434
Delhi,Patna,1086
Gwalior,Patna,809
Hubli,Patna,1998
Hyderabad,Patna,1469
Imphal,Patna,1534
Indore,Patna,1205
Jabalpur,Patna,736
Jaipur,Patna,1115
Jamshedpur,Patna,473
Jullundur,Patna,1460
Kanpur,Patna,596
Kolhapur,Patna,2047
Lucknow,Patna,566
Ludhiana,Patna,1395
Madras,Patna,2096
Madurai,Patna,2561
Meerut,Patna,934
Nagpur,Patna,993
Nasik,Patna,1679
Panjim,Patna,1804
Patna,Patna,0
Pondicherry,Patna,2264
Pune,Patna,1738
Ranchi,Patna,302
Shillong,Patna,1019
Shimla,Patna,1434
Surat,Patna,1742
Trivandrum,Patna,2827
Varanasi,Patna,280
Vijayawada,Patna,1664
Vishakapatnam,Patna,1334
Agartala,Pondicherry,3661
Agra,Pondicherry,2210
Ahmedabad,Pondicherry,1818
Allahabad,Pondicherry,1077
Amritsar,Pondicherry,2856
Asansol,Pondicherry,2024
Bangalore,Pondicherry,328
Baroda,Pondicherry,1735
Bhopal,Pondicherry,1772
Bhubaneshwar,Pondicherry,1375
Bombay,Pondicherry,1452
Calcutta,Pondicherry,1798
Calicut,Pondicherry,566
Chandigarh,Pondicherry,2657
Cochin,Pondicherry,530
Coimbatore,Pondicherry,410
Delhi,Pondicherry,2411
Gwalior,Pondicherry,2096
Hubli,Pondicherry,653
Hyderabad,Pondicherry,865
Imphal,Pondicherry,3614
Indore,Pondicherry,1963
Jabalpur,Pondicherry,1697
Jaipur,Pondicherry,2368
Jamshedpur,Pondicherry,1797
Jullundur,Pondicherry,2785
Kanpur,Pondicherry,2217
Kolhapur,Pondicherry,907
Lucknow,Pondicherry,2296
Ludhiana,Pondicherry,2720
Madras,Pondicherry,168
Madurai,Pondicherry,333
Meerut,Pondicherry,2434
Nagpur,Pondicherry,1440
Nasik,Pondicherry,1363
Panjim,Pondicherry,739
Patna,Pondicherry,2264
Pondicherry,Pondicherry,0
Pune,Pondicherry,1154
Ranchi,Pondicherry,1935
Shillong,Pondicherry,3079
Shimla,Pondicherry,2759
Surat,Pondicherry,1789
Trivandrum,Pondicherry,622
Varanasi,Pondicherry,2153
Vijayawada,Pondicherry,598
Vishakapatnam,Pondicherry,930
Agartala,Pune,3442
Agra,Pune,1214
Ahmedabad,Pune,664
Allahabad,Pune,1364
Amritsar,Pune,1862
Asansol,Pune,1955
Bangalore,Pune,826
Baroda,Pune,545
Bhopal,Pune,814
Bhubaneshwar,Pune,1587
Bombay,Pune,184
Calcutta,Pune,2058
Calicut,Pune,984
Chandigarh,Pune,1663
Cochin,Pune,1181
Coimbatore,Pune,1005
Delhi,Pune,1417
Gwalior,Pune,1100
Hubli,Pune,437
Hyderabad,Pune,545
Imphal,Pune,3295
Indore,Pune,623
Jabalpur,Pune,1003
Jaipur,Pune,1371
Jamshedpur,Pune,1997
Jullundur,Pune,1791
Kanpur,Pune,1312
Kolhapur,Pune,247
Lucknow,Pune,1391
Ludhiana,Pune,1726
Madras,Pune,1157
Madurai,Pune,1238
Meerut,Pune,1440
Nagpur,Pune,909
Nasik,Pune,209
Panjim,Pune,501
Patna,Pune,1738
Pondicherry,Pune,1154
Pune,Pune,0
Ranchi,Pune,1675
Shillong,Pune,2860
Shimla,Pune,1782
Surat,Pune,412
Trivandrum,Pune,1533
Varanasi,Pune,1459
Vijayawada,Pune,842
Vishakapatnam,Pune,1658
